nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,biaya_karyawan,jumlah_pelanggan
UD. Alma Suryaatmaja Pandu,Perdagangan,52.0,96.0,14.017109277224558,17.41234993963982,Tokopedia,43.0,Belum Terdaftar,2004,19.91133512264875,3.784189633918261
UD. Hanafi Berkarya Icha,Kesehatan,27.0,27.0,14.792587404496546,16.612079932093472,Shopee,457.0,Belum Terdaftar,2010,18.903106899369497,6.126869184114185
UD. Hilmiyah Cahaya,Kesehatan,84.0,48.0,15.851578545370472,16.503968613617445,Website Sendiri,866.0,Terdaftar,2007,19.796924771744006,6.7650389767805414
UD. Dea Wening,Perdagangan,52.0,89.0,14.89162703597141,17.590022238476717,Website Sendiri,185.0,Terdaftar,2001,19.86288273937462,5.225746673713202
UD. Fadli Harapan,Perdagangan,16.0,99.0,14.895441430543936,17.679862899348816,Shopee,719.0,Belum Terdaftar,2002,19.659054977894186,6.579251212010101
UD. Alvino Paningrat,Kesehatan,81.0,54.0,16.068205687231004,15.033690067461153,Shopee,355.0,Belum Terdaftar,2019,19.81939762753995,5.87493073085203
UD. Farhan Langit,Perdagangan,23.0,7.0,14.500719312432699,17.177148134321236,Shopee,434.0,Belum Terdaftar,2006,18.31532023940565,6.075346031088684
UD. Qira Taruna,Kesehatan,87.0,31.0,15.846437834910928,16.936399459745168,Website Sendiri,539.0,Belum Terdaftar,2017,19.68480747392291,6.29156913955832
UD. Chiko Tunggul,Kesehatan,75.0,50.0,13.805589506682455,15.587330210486112,Shopee,978.0,Belum Terdaftar,2011,19.74243658660135,6.88653164253051
UD. Eddy Sukma,Perdagangan,64.0,89.0,15.174261302491397,17.64169243230696,Bukalapak,253.0,Belum Terdaftar,2023,19.94456077020347,5.537334267018537
UD. Umi Jagadmaya,Jasa,35.0,68.0,15.574025156406272,17.151385644751787,Website Sendiri,265.0,Terdaftar,2021,19.548851838098265,5.583496308781699
UD. Qory Surapati,Jasa,31.0,37.0,15.865959084814678,17.679862899348816,Shopee,38.0,Belum Terdaftar,2006,19.13363055671045,3.6635616461296463
UD. Delia Abadi,Jasa,68.0,76.0,15.702085236033888,15.63095969798028,Website Sendiri,620.0,Terdaftar,2003,19.883936148523198,6.431331081933479
UD. Fani Gatra,Kesehatan,25.0,18.0,16.068205687231004,17.679862899348816,Bukalapak,301.0,Terdaftar,2000,18.675322970077882,5.71042701737487
UD. Laras Anugerah,Kesehatan,55.0,5.0,14.22375180901919,17.498846475030295,Tokopedia,36.0,Belum Terdaftar,2015,19.00846741441004,3.6109179126442243
UD. Ari Brata,Pendidikan,66.0,44.0,14.922992065241449,17.358844393948733,Shopee,113.0,Belum Terdaftar,2001,19.6146032154551,4.736198448394496
UD. Panji Persada,Pendidikan,32.0,69.0,15.737320326168232,17.55295245984604,Bukalapak,501.0,Belum Terdaftar,2005,19.529243366773972,6.373319789577012
UD. Sinta Dharma Qais,Kesehatan,38.0,15.0,13.805589506682455,17.262704586509606,Lazada,272.0,Terdaftar,2000,18.884414766473814,5.60947179518496
UD. Jodi Mayang,Perdagangan,83.0,53.0,16.068205687231004,17.38074179105031,Website Sendiri,511.0,Belum Terdaftar,2006,19.826777734819416,6.238324625039508
UD. Chiko Bagaskara Kevin,Jasa,57.0,92.0,13.805589506682455,17.08277646698057,Tokopedia,187.0,Terdaftar,2007,19.91806915481498,5.236441962829949
UD. Bela Indah,Pendidikan,11.0,81.0,15.891939065010739,16.791641422976234,Lazada,163.0,Belum Terdaftar,2007,19.435911427304614,5.099866427824199
UD. Riyan Gunawan,Kesehatan,83.0,31.0,16.033504941786877,16.928417682267696,Shopee,120.0,Belum Terdaftar,2001,19.650321297950857,4.795790545596741
UD. Halimah Sakti,Pendidikan,80.0,28.0,15.545595489824068,16.193354781703242,Lazada,632.0,Terdaftar,2010,19.596254076843024,6.450470422144176
UD. Zidan Hastinapura Eka,Jasa,42.0,51.0,14.600817962422433,17.43756100310835,Shopee,273.0,Terdaftar,2012,19.44672234336987,6.218600119691729
UD. Qila Agung Uci,Pendidikan,71.0,80.0,14.632091887629437,16.86628256921479,Bukalapak,254.0,Terdaftar,2019,19.931402685654813,5.541263545158426
UD. Nina Wiratama,Pendidikan,12.0,68.0,13.913412829938576,17.375085103843592,Bukalapak,430.0,Belum Terdaftar,2008,19.29614948547293,6.066108090103747
UD. Gita Surya,Perdagangan,72.0,95.0,13.805589506682455,17.6224133521925,Tokopedia,767.0,Belum Terdaftar,2005,20.032116661045148,6.643789733147672
UD. Esa Agastya,Jasa,82.0,28.0,15.144994856327637,17.058563857884238,Lazada,764.0,Belum Terdaftar,2022,19.6146032154551,6.639875833826536
UD. Kirana Adikara,Jasa,89.0,92.0,15.884089565359872,17.42866116547849,Website Sendiri,667.0,Belum Terdaftar,2020,20.11261987973983,6.504288173536645
UD. Utha Selaras,Jasa,4.0,2.0,15.730880494781328,16.351449063801134,Bukalapak,949.0,Terdaftar,2015,16.705882371415992,6.856461984594587
UD. Qanitah Pagi,Pendidikan,44.0,50.0,13.847439365058294,15.779717018318417,Bukalapak,636.0,Terdaftar,2024,19.457417632448486,6.456769655572163
UD. Halimah Gunawan Adinda,Jasa,88.0,67.0,15.679923191626289,17.217075438757018,Shopee,422.0,Belum Terdaftar,2003,19.95754796570217,6.0473721790462776
UD. Zulfa Jagadmaya,Perdagangan,4.0,43.0,13.805589506682455,15.033690067461153,Tokopedia,190.0,Terdaftar,2022,18.76427045543464,5.25227342804663
UD. Isna Bersemi,Jasa,22.0,24.0,14.806941043807893,17.045166507925018,Tokopedia,995.0,Terdaftar,2023,18.742764250367856,6.903747257584598
UD. Yayan Jagadmaya,Jasa,34.0,21.0,15.909147614858567,17.28558914265647,Shopee,38.0,Terdaftar,2021,18.92145603792546,3.6635616461296463
UD. Farid Wibawa,Pendidikan,95.0,41.0,15.507657405142862,17.436248153377136,Website Sendiri,386.0,Terdaftar,2000,19.826777734819416,5.958424693029782
UD. Iman Kusen,Jasa,53.0,74.0,16.039429969748507,16.810355638078526,Bukalapak,302.0,Terdaftar,2021,19.758309935715648,5.713732805509369
UD. Fauzan Praja,Pendidikan,48.0,7.0,13.805589506682455,15.675108721762168,Tokopedia,991.0,Terdaftar,2006,18.92145603792546,6.899723107284872
UD. Eren Jayaningrat,Kesehatan,69.0,90.0,15.168817001641731,16.4885385797221,Shopee,25.0,Belum Terdaftar,2015,19.98302705094905,3.258096538021482
UD. Zahira Agung,Kesehatan,77.0,43.0,14.70180630448286,17.190774489181752,Lazada,524.0,Terdaftar,2003,19.701614592192207,6.263398262591624
UD. Rosa Panembahan Pasha,Kesehatan,92.0,52.0,14.203349907676941,17.48757665645424,Tokopedia,494.0,Belum Terdaftar,2013,19.883936148523198,6.20455776256869
UD. Citra Brawijaya,Jasa,36.0,85.0,16.013133500387028,17.679862899348816,Bukalapak,765.0,Terdaftar,2013,19.709913394983946,6.641182169740591
UD. Heri Tejakencana,Jasa,21.0,66.0,15.685116016152774,17.679862899348816,Bukalapak,288.0,Belum Terdaftar,2014,19.380030969118383,5.666426688112432
UD. Yusuf Nirbayu,unknown,83.0,26.0,15.149080337736049,16.91967014972611,Bukalapak,833.0,Belum Terdaftar,2016,19.60547073191963,6.726233402358747
UD. Baim Praja,Perdagangan,7.0,10.0,15.262384834018908,15.688309622423692,Lazada,277.0,Terdaftar,2006,17.747336210296442,5.627621113690637
UD. Kamil Sakti,Jasa,90.0,26.0,15.651445273275133,15.465924757014992,Lazada,42.0,Belum Terdaftar,2002,19.667713040612313,3.7612001156935624
UD. Mira Mandiri,Pendidikan,56.0,6.0,15.06188343898354,17.16128849525519,Bukalapak,940.0,Terdaftar,2021,19.04125723705382,6.846943139585379
UD. Ojan Cahyaningrat,Jasa,70.0,90.0,14.197402659822249,15.033690067461153,Shopee,562.0,Belum Terdaftar,2021,19.989296663949546,6.333279628139691
UD. Desta Nirbayu Vita,Kesehatan,59.0,74.0,15.304689071082938,17.633500471763735,Shopee,407.0,Terdaftar,2002,19.804471977360404,6.0112671744041615
UD. Pio Ratu,Kesehatan,50.0,56.0,15.7279958397414,16.848679598616354,Bukalapak,570.0,Terdaftar,2017,19.6146032154551,6.3473892096560105
UD. Owen Asri,Perdagangan,33.0,88.0,15.466329828445678,16.59297499954283,Shopee,633.0,Terdaftar,2020,19.709913394983946,6.452048954437226
UD. Nando Agastya,Kesehatan,40.0,38.0,13.997432034736889,17.62603380762302,Website Sendiri,481.0,Belum Terdaftar,2002,19.27083167759548,6.1779441140506
UD. Vito Tirtayasa,Kesehatan,27.0,50.0,15.332211935925919,16.873207919214625,Bukalapak,827.0,Terdaftar,2018,19.25792827281507,6.71901315438526
UD. Berlian Resmi,Kesehatan,30.0,79.0,16.004429180608373,17.580754625386618,Tokopedia,803.0,Terdaftar,2023,19.60547073191963,6.6895992691789665
UD. Gadis Baskara,Pendidikan,20.0,20.0,15.66919482302394,17.015195449213564,Website Sendiri,211.0,Terdaftar,2003,18.603002309079653,5.356586274672012
UD. Binar Trisula,Perdagangan,73.0,89.0,15.679789428711787,17.618819698204167,Website Sendiri,309.0,Terdaftar,2020,20.001719183922383,5.736572297479192
UD. Rian Gemilang,Jasa,50.0,90.0,14.481734540025789,16.780296443524733,Shopee,718.0,Terdaftar,2015,19.85576527162264,6.577861357721047
UD. Carissa Saputra,Kesehatan,76.0,50.0,15.585080824288788,17.348030983142017,Lazada,160.0,Belum Terdaftar,2016,19.750404756229365,5.081404364984463
UD. Yora Tirta,Pendidikan,25.0,16.0,15.973151147282,17.214096365767443,Shopee,923.0,Belum Terdaftar,2006,18.627694921466773,6.828712071641684
UD. Zulfa Purnama Panji,Pendidikan,97.0,30.0,15.530176757314367,16.18206798058973,Shopee,660.0,Terdaftar,2004,19.758309935715648,6.493753839851686
UD. Fani Siang,Jasa,18.0,13.0,14.7113328329269,16.937402991990965,Lazada,337.0,Terdaftar,2014,18.34811006187022,5.823045895483019
UD. Santi Kencana,Jasa,5.0,86.0,15.633722553640046,17.248135932353804,Website Sendiri,234.0,Terdaftar,2014,19.424982356812237,5.459585514144159
UD. Lana Merdeka,Pendidikan,47.0,1.0,15.117634140136708,17.656416201057787,Shopee,584.0,Terdaftar,2001,18.78532386448472,6.371611847231857
UD. Harun Sanjaya,Perdagangan,14.0,89.0,15.729768151548573,16.6039680156686,Shopee,143.0,Terdaftar,2017,19.548851838098265,4.969813299576001
UD. Halim Suryaatmaja,Pendidikan,48.0,25.0,16.068205687231004,17.679862899348816,Tokopedia,182.0,Belum Terdaftar,2023,19.204582292346984,5.209486152841421
UD. Marsel Dwijaputra,Kesehatan,17.0,21.0,15.524471038352294,15.439215214695325,Shopee,901.0,Terdaftar,2009,18.5517090151307,6.804614520062624
UD. Prananda Setia,Pendidikan,83.0,27.0,15.428364230043542,17.467486424315222,Shopee,792.0,Terdaftar,2019,19.6146032154551,6.675823221634848
UD. Gilangga Abdi,Jasa,64.0,5.0,14.41855139524544,16.49591251121968,Lazada,844.0,Terdaftar,2013,19.14822935606056,6.739336627357174
UD. Winda Makmur Opik,Kesehatan,21.0,18.0,14.789906033544767,17.484694880004213,Shopee,150.0,Terdaftar,2001,18.57768450130904,5.017279836814924
UD. Naila Surapati,Jasa,59.0,55.0,15.466329828445678,16.82473075907722,Shopee,900.0,Terdaftar,2009,19.650321297950857,6.803505257608338
UD. Jibril Praja,Pendidikan,35.0,20.0,15.994737025549416,15.033690067461153,Website Sendiri,794.0,Belum Terdaftar,2007,18.92145603792546,6.678342114654332
UD. Yola Sejahtera,Jasa,81.0,41.0,15.679292039529546,17.47983309403092,Shopee,99.0,Belum Terdaftar,2011,19.71814389409788,4.605170185988092
UD. Yusuf Suci,Perdagangan,9.0,19.0,15.85049629729239,17.516383081851526,Bukalapak,122.0,Terdaftar,2014,18.24632736871235,4.812184355372417
UD. Esa Lempung,Jasa,19.0,94.0,14.839834550528968,17.45323844448905,Bukalapak,724.0,Terdaftar,2021,19.641510668294575,6.586171654854675
UD. Uci Praja Lukman,Perdagangan,69.0,90.0,15.999057690713355,16.95392012880918,Tokopedia,885.0,Terdaftar,2008,19.98302705094905,6.786716950605081
UD. Damar Sahaja Leni,Perdagangan,60.0,78.0,15.096860705649432,15.71090831065931,Bukalapak,108.0,Belum Terdaftar,2020,19.841376534205047,4.6913478822291435
UD. Bella Tengah,Perdagangan,58.0,43.0,15.95636605691216,17.553009876033098,Bukalapak,79.0,Belum Terdaftar,2016,19.529243366773972,4.382026634673881
UD. Guntur Wira,Kesehatan,21.0,30.0,15.654950369387914,17.675865504052414,Lazada,368.0,Terdaftar,2002,18.845948485892656,5.910796644040527
UD. Putra Wibawa,Pendidikan,67.0,8.0,14.981965901778256,16.75995901077005,Lazada,701.0,Terdaftar,2004,19.23161096461314,6.553933404025811
UD. Cakra Sidarta,Perdagangan,3.0,49.0,14.349110272206618,16.892401854341667,Tokopedia,869.0,Belum Terdaftar,2009,18.86536657162407,6.76849321164863
UD. Ari Permai,Kesehatan,82.0,80.0,14.390535020182204,17.043608527830585,Lazada,296.0,Belum Terdaftar,2004,20.001719183922383,5.6937321388027
UD. Weni Gandewa,Kesehatan,28.0,82.0,15.749888610119552,17.679862899348816,Shopee,428.0,Terdaftar,2022,19.6146032154551,6.061456918928017
UD. Ari Wijaya,Kesehatan,57.0,31.0,13.805589506682455,15.033690067461153,Tokopedia,925.0,Terdaftar,2004,19.39145966489847,6.8308742346461795
UD. Anis Senja,Kesehatan,53.0,39.0,15.086982839218402,17.674223267803832,Website Sendiri,790.0,Terdaftar,2023,19.435911427304614,6.673297967767654
UD. Tania Elok,Jasa,27.0,51.0,15.946444442970106,17.652066292425904,Lazada,525.0,Belum Terdaftar,2004,19.27083167759548,6.26530121273771
UD. Gusti Karang Yessi,Perdagangan,76.0,68.0,16.01896458084072,17.341265134324985,Shopee,527.0,Terdaftar,2021,19.883936148523198,6.269096283706261
UD. Khayla Ratu,Perdagangan,38.0,76.0,15.524575682033415,16.97990054506565,Website Sendiri,949.0,Terdaftar,2022,19.650321297950857,6.856461984594587
UD. Heri Hastinapura,Perdagangan,56.0,26.0,16.008695096433684,16.69113460094016,Lazada,884.0,Terdaftar,2022,19.320842097961677,6.785587645007929
UD. Hesti Sahaja,Jasa,91.0,0.0,14.469333059966722,17.207010470800963,Tokopedia,518.0,Belum Terdaftar,2008,19.424982356812237,6.251903883165888
UD. Iman Artha Juli,Kesehatan,29.0,7.0,15.88944433471533,17.62339858534539,Bukalapak,772.0,Terdaftar,2018,18.497641794347754,6.650279048587422
UD. Ina Anggara Marsya,Perdagangan,49.0,91.0,15.466329828445678,17.25835257168762,Shopee,371.0,Terdaftar,2022,19.85576527162264,5.918893854273146
UD. Ojan Terang,Perdagangan,53.0,68.0,15.627466204488528,15.912631764264557,Tokopedia,768.0,Terdaftar,2005,19.709913394983946,6.645090969505644
UD. Yessi Agastya,Pendidikan,22.0,65.0,16.068205687231004,16.70860992588108,Bukalapak,704.0,Belum Terdaftar,2003,19.380030969118383,6.558197802812269
UD. Fikri Baswara,Perdagangan,17.0,40.0,15.43268288256967,17.679862899348816,Shopee,78.0,Terdaftar,2003,18.95717412031489,4.3694478524670215
UD. Silvi Pagi,Jasa,80.0,47.0,14.363830212717831,17.35284901572957,Shopee,192.0,Belum Terdaftar,2014,19.758309935715648,5.262690188904886
UD. Qanita Sunardi,Jasa,53.0,80.0,15.911987175309573,17.244073886242113,Bukalapak,181.0,Terdaftar,2004,19.804471977360404,5.204006687076795
UD. Dora Harmoni,Perdagangan,94.0,47.0,14.732541415877568,17.354666808165145,Website Sendiri,705.0,Terdaftar,2012,19.86288273937462,6.559615237493242
UD. Tari Haji,Pendidikan,27.0,32.0,16.068205687231004,16.045187159140347,Shopee,360.0,Belum Terdaftar,2012,18.99166029618782,5.8888779583328805
UD. Wito Prana,Kesehatan,7.0,88.0,15.28326761809263,17.34868329725618,Bukalapak,512.0,Belum Terdaftar,2018,19.467999741741696,6.240275845170769
UD. Jasmine Anindita,Jasa,31.0,68.0,15.543640603811253,16.822742901499236,Website Sendiri,649.0,Belum Terdaftar,2004,19.509242700133978,6.476972362889683
UD. Nisa Sahaja,Jasa,5.0,91.0,15.872297536943453,17.276378663489584,Bukalapak,582.0,Terdaftar,2013,19.509242700133978,6.368187186350492
UD. Lukita Dharma Yessi,Pendidikan,71.0,50.0,15.42750280530551,15.09071748030674,Shopee,748.0,Belum Terdaftar,2014,19.709913394983946,6.618738983517219
UD. Qyla Wiratama,Perdagangan,85.0,63.0,14.859135016546636,17.45733810501415,Website Sendiri,360.0,Belum Terdaftar,2017,19.91133512264875,5.8888779583328805
UD. Juni Wirawati,Perdagangan,39.0,81.0,15.68388255081316,15.033690067461153,Shopee,947.0,Terdaftar,2007,19.701614592192207,6.854354502255021
UD. Wira Yudhistira,Kesehatan,50.0,22.0,15.920755923878366,17.350855950436213,Bukalapak,130.0,Belum Terdaftar,2016,19.190788970278067,4.875197323201151
UD. Tariq Wira,Kesehatan,46.0,51.0,15.97664913047788,17.451339674994802,Tokopedia,115.0,Belum Terdaftar,2017,19.488833828572194,4.7535901911063645
UD. Binar Jayengpati,Perdagangan,94.0,98.0,15.888015849382933,15.397503478484794,Tokopedia,551.0,Terdaftar,2007,20.171618220396276,6.313548046277095
UD. Zulfa Baswara Tegar,Pendidikan,69.0,81.0,15.793880014398873,16.466152949424107,Bukalapak,193.0,Belum Terdaftar,2013,19.92475814295086,5.267858159063328
UD. Intan Ratu,Perdagangan,67.0,74.0,14.560114819498015,16.01355713070302,Lazada,984.0,unknown,2004,19.86288273937462,6.892641641172089
UD. Elva Sahaja,Pendidikan,6.0,42.0,15.963908387128543,15.033690067461153,Website Sendiri,277.0,Terdaftar,2017,18.78532386448472,5.627621113690637
UD. Hanafi Wacana,Kesehatan,97.0,73.0,14.962521505602227,16.851996071674993,Tokopedia,303.0,Terdaftar,2006,20.04992128564343,5.717027701406222
UD. Oki Ranggalawe,Jasa,26.0,9.0,14.167527771498305,17.220071941688026,Bukalapak,157.0,Belum Terdaftar,2017,18.46947091764561,5.062595033026967
UD. Adinda Resaputra,Perdagangan,65.0,99.0,15.005375411500802,17.555394342219614,Lazada,282.0,Terdaftar,2018,20.013989276489102,5.645446897643238
UD. Thariq Sukarela,Kesehatan,53.0,72.0,15.51454179462498,16.713852194061946,Shopee,246.0,Terdaftar,2018,19.74243658660135,5.5093883366279774
UD. Salsa Asa,Jasa,13.0,76.0,15.73834200209362,17.26157604160294,Shopee,519.0,Terdaftar,2015,19.402759220109843,6.253828811575473
UD. Hanaura Cahaya,Jasa,92.0,86.0,16.01769691639129,16.604121855430307,Shopee,400.0,Belum Terdaftar,2014,20.09590639879713,5.993961427306569
UD. Eni Baruna,unknown,21.0,0.0,14.715246614231976,17.445684340086782,Bukalapak,529.0,Belum Terdaftar,2023,17.958645300228824,6.272877006546167
UD. Ilmi Wangi,Jasa,68.0,15.0,14.576765351618896,16.150094774163968,Website Sendiri,422.0,Terdaftar,2010,19.332963458445047,6.0473721790462776
UD. Irma Tirta,Jasa,55.0,18.0,15.188168362441255,17.262818867050694,Bukalapak,648.0,Terdaftar,2001,19.204582292346984,6.47543271670409
UD. Tari Bagaskara,Perdagangan,81.0,75.0,15.309746800149657,16.085533615523147,Lazada,669.0,Terdaftar,2006,19.963978856018674,6.507277712385012
UD. Yusuf Cempaka,Pendidikan,59.0,4.0,16.06396940016806,16.0863430300554,Website Sendiri,41.0,Terdaftar,2024,19.05725757831492,3.7376696182833684
UD. Alma Trisula,Perdagangan,50.0,54.0,15.77518469016968,17.404186371299634,Shopee,241.0,Belum Terdaftar,2020,19.558513748978886,5.488937726156687
UD. Muthia Bratadikara Melati,Kesehatan,15.0,61.0,15.318379224520418,15.924659434543454,Tokopedia,565.0,Belum Terdaftar,2000,19.24485619130468,6.338594078203183
UD. Shinta Wisesa Dea,Kesehatan,5.0,4.0,15.584728873553484,17.679862899348816,Tokopedia,595.0,Belum Terdaftar,2004,17.11134746100564,6.39024066706535
UD. Eni Persada,Pendidikan,0.0,6.0,15.924136074365043,16.964570944558776,Tokopedia,214.0,Terdaftar,2014,16.705882371415992,5.3706380281276624
UD. Aqila Binasena Carissa,Pendidikan,11.0,77.0,15.997329745967257,17.542517002334602,Lazada,923.0,Terdaftar,2018,19.39145966489847,6.828712071641684
UD. Opik Darma,Jasa,23.0,32.0,15.395236818475913,17.23763699109216,Shopee,931.0,Belum Terdaftar,2006,18.92145603792546,6.837332814685591
UD. Delia Kelana,Kesehatan,42.0,81.0,15.95788417488815,17.07903881744124,Website Sendiri,449.0,Belum Terdaftar,2006,19.72630720471483,6.1092475827643655
UD. Gilang Ceria,Jasa,33.0,5.0,14.575234961346547,17.08386830768031,Tokopedia,454.0,Terdaftar,2023,18.5517090151307,6.12029741895095
UD. Hasna Yudhistira,Jasa,92.0,50.0,15.875716908825398,15.033690067461153,Lazada,941.0,Belum Terdaftar,2018,19.869949906581063,6.848005274576363
UD. Rafif Terang,Perdagangan,95.0,93.0,14.753045622475888,15.927889774439684,Tokopedia,149.0,Belum Terdaftar,2014,20.150564811235384,5.0106352940962555
UD. Salwa Madya,Pendidikan,56.0,11.0,15.999644717307719,16.388448612947318,Lazada,707.0,Belum Terdaftar,2024,19.118815470998474,6.56244409369372
UD. Nisa Ranggalawe,Kesehatan,20.0,98.0,14.580748141038121,17.524316185663803,Lazada,503.0,Belum Terdaftar,2023,19.68480747392291,6.222576268071369
UD. Rafa Maheswara,Pendidikan,39.0,74.0,14.559567559395198,17.344868761518587,Website Sendiri,82.0,Terdaftar,2024,19.641510668294575,4.418840607796598
UD. Pasha Pramana,Kesehatan,32.0,3.0,15.51146574200471,16.101458619871202,Lazada,332.0,Terdaftar,2014,18.46947091764561,5.808142489980444
UD. Fauzan Sanjaya,Perdagangan,32.0,76.0,15.750542033961537,17.5973992968526,Bukalapak,924.0,Terdaftar,2016,19.596254076843024,6.829793737512425
UD. Salwa Sukadarma,Kesehatan,27.0,0.0,15.836389023256894,16.614092083765065,Shopee,816.0,Belum Terdaftar,2023,18.20995972498239,6.705639094860003
UD. Echa Winata,Kesehatan,99.0,51.0,15.320139358245246,17.679862899348816,Lazada,129.0,Belum Terdaftar,2024,19.92475814295086,4.867534450455582
UD. Melati Binasena,Perdagangan,64.0,52.0,14.03549873632112,17.658793695611617,Bukalapak,136.0,Terdaftar,2013,19.667713040612313,4.919980925828125
UD. Miko Panuluh,Kesehatan,75.0,92.0,15.670700747445023,17.58720274123584,Bukalapak,111.0,Belum Terdaftar,2002,20.032116661045148,4.718498871295094
UD. Amir Wisnu,Pendidikan,45.0,13.0,14.362242562392625,16.214749563912378,Tokopedia,239.0,Terdaftar,2021,18.974565862925928,5.480638923341991
UD. Zulfa Alam Grego,Jasa,32.0,20.0,15.190526303951895,17.478542063594276,Website Sendiri,451.0,Belum Terdaftar,2019,18.86536657162407,6.113682179832232
UD. Gema Mandala Lea,Kesehatan,68.0,30.0,15.654427271572034,17.557321754726036,Tokopedia,225.0,Terdaftar,2003,19.499090328704316,5.420534999272286
UD. Delia Padi,Pendidikan,65.0,40.0,15.675755280974322,16.74347322938932,Website Sendiri,612.0,Terdaftar,2021,19.56808319996451,6.418364935936212
UD. Syana Sari,Kesehatan,35.0,56.0,15.08289496744642,15.695530110334929,Tokopedia,884.0,Belum Terdaftar,2004,19.424982356812237,6.785587645007929
UD. Udin Widjaja,Perdagangan,87.0,6.0,13.805589506682455,17.033686738138197,Tokopedia,147.0,Terdaftar,2007,19.44672234336987,4.997212273764115
UD. Elok Permai,Perdagangan,53.0,60.0,14.675967598166483,17.217432410467378,Bukalapak,469.0,Terdaftar,2006,19.641510668294575,6.152732694704104
UD. Okta Winata,Kesehatan,49.0,14.0,14.528842155674475,17.423920571700556,Shopee,883.0,Belum Terdaftar,2014,19.05725757831492,6.784457062637643
UD. Berlian Suryaatmaja,Perdagangan,50.0,8.0,15.506648634501037,17.592526156279977,Bukalapak,667.0,Belum Terdaftar,2011,18.974565862925928,6.504288173536645
UD. Hasna Karya,Pendidikan,51.0,92.0,14.931740736184922,15.360260818141311,Tokopedia,878.0,Terdaftar,2013,19.876967479223293,6.778784897685177
UD. Muthia Haji,Jasa,20.0,59.0,14.366101169815993,16.4402895063568,Shopee,373.0,Belum Terdaftar,2011,19.283570703318816,5.924255797414532
UD. Ulya Satya,Perdagangan,29.0,55.0,15.19642421904644,17.4828080632279,Tokopedia,379.0,Terdaftar,2014,19.34493964944395,5.940171252720432
UD. Evan Wangi,Perdagangan,14.0,87.0,15.765067478031206,17.15163750816075,Tokopedia,390.0,Belum Terdaftar,2014,19.529243366773972,5.968707559985366
UD. Ulya Sundawa,Kesehatan,8.0,14.0,15.20635903334585,17.497058124358745,Shopee,696.0,Terdaftar,2007,18.005165315142214,6.546785410760524
UD. Fadli Abadi Uchie,Perdagangan,31.0,84.0,15.877940977469509,16.19471885725691,Bukalapak,60.0,Terdaftar,2018,19.659054977894186,4.110873864173311
UD. Kinan Tengah,Jasa,71.0,87.0,14.812638512570501,16.63902733602512,Lazada,816.0,Belum Terdaftar,2011,19.976717881769055,6.705639094860003
UD. Oki Abadi,Pendidikan,22.0,6.0,15.752756999540045,16.946793920681923,Tokopedia,842.0,Belum Terdaftar,2010,18.24632736871235,6.736966958001855
UD. Rahmat Sehat,Kesehatan,26.0,23.0,16.060265670491503,16.769544776285525,Lazada,45.0,Belum Terdaftar,2020,18.80594315154573,3.828641396489095
UD. Dea Selaras,Jasa,41.0,56.0,15.26067906854095,15.74994034483665,Bukalapak,992.0,Belum Terdaftar,unknown,19.488833828572194,6.900730664045173
UD. Odie Kencana,Jasa,7.0,86.0,15.880844300985881,16.753626907153983,Lazada,718.0,Belum Terdaftar,2017,19.44672234336987,6.577861357721047
UD. Wira Santosa,Kesehatan,92.0,63.0,14.390088706553648,15.354306454105057,Bukalapak,519.0,Terdaftar,2004,19.95754796570217,6.253828811575473
UD. Qori Sari,Perdagangan,10.0,24.0,16.068205687231004,17.201320524918202,Lazada,213.0,Belum Terdaftar,2021,18.440483381052466,6.218600119691729
UD. Najwa Bima Vincent,Pendidikan,20.0,71.0,15.604070079483025,16.365191326134635,Lazada,217.0,Belum Terdaftar,2006,19.424982356812237,6.218600119691729
UD. Clarissa Sulaksana Iqbal,Jasa,43.0,33.0,15.886246944487818,16.487117912067948,Tokopedia,142.0,Terdaftar,2020,19.24485619130468,4.962844630259907
UD. Fikra Baswara,Jasa,38.0,98.0,15.3612494900811,17.053926975800657,Shopee,217.0,Belum Terdaftar,2024,19.826777734819416,5.384495062789089
UD. Lando Radhitya,Pendidikan,93.0,53.0,16.021479458690866,16.361934842478668,Shopee,501.0,Terdaftar,2020,19.897729470623826,4.948759890378168
UD. Balqis Taruna,Jasa,32.0,85.0,15.031500763202073,16.697551712540115,Bukalapak,433.0,Terdaftar,2017,19.676296784279142,6.073044534100405
UD. Ulil Mahkota Mila,Perdagangan,66.0,33.0,13.805589506682455,17.31805160854657,Tokopedia,572.0,Belum Terdaftar,2007,19.509242700133978,6.35088571671474
UD. Obed Purnama,Perdagangan,50.0,27.0,15.330154817171225,17.258300453220606,Lazada,384.0,Belum Terdaftar,2012,19.30857200542005,5.953243334287785
UD. Zidanar Darma,Perdagangan,12.0,0.0,15.609092532087574,17.595573370073268,Bukalapak,794.0,Terdaftar,2014,17.399029524198163,6.678342114654332
UD. Olla Prawira Satria,Pendidikan,35.0,36.0,15.827305152351837,17.06650392811465,Shopee,276.0,Belum Terdaftar,2022,19.176802728368536,5.6240175061873385
UD. Santi Sehat,Perdagangan,86.0,29.0,16.068205687231004,17.53100166019026,Lazada,55.0,Belum Terdaftar,2023,19.659054977894186,4.02535169073515
